ctrlMSE	score	pMSE	p	BH
iron ion import	131.678402080493	0.787753086393977	0.8	0.8	1
serotonin transport	127.320632732361	0.787751858009816	0.4	0.6	1
glycerol transport	129.549404256366	0.787748740830746	0.6	0.6	1
oncostatin-M-mediated signaling pathway	123.731054601068	0.787721294740262	0.6	0.6	1
T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	130.059989131505	0.787720031504496	0.8	0.6	1
thrombin-activated receptor signaling pathway	123.53122541454	0.78771815455717	0.8	1	1
surfactant homeostasis	126.891706496948	0.787711935773037	0.8	1	1
chemical homeostasis within a tissue	126.891706496948	0.787711935773037	0.6	0.6	1
positive regulation of tyrosine phosphorylation of STAT protein	127.845115968484	0.787706556432073	1	1	1
regulation of binding of sperm to zona pellucida	126.564851635853	0.787678306996609	1	1	1
embryonic hindlimb morphogenesis	129.225467237071	0.787670053669456	0.8	0.8	1
negative regulation of macrophage differentiation	132.994350841417	0.787667351591685	0.8	0.8	1
endothelial cell morphogenesis	127.340979822312	0.787660101643566	0.6	0.6	1
oxidative stress-induced premature senescence	127.937905439605	0.787656389108483	1	1	1
ossification involved in bone remodeling	129.027033382533	0.787637094094589	1	1	1
positive regulation of type I interferon-mediated signaling pathway	126.289361004222	0.787629665800966	0.8	0.8	1
regulation of activated T cell proliferation	125.394770659343	0.787626992754112	1	1	1
negative regulation of DNA endoreduplication	133.844577208289	0.787619699977336	0.8	0.8	1
cellular phosphate ion homeostasis	130.658392205896	0.787611931819117	0.6	0.6	1
cellular divalent inorganic anion homeostasis	130.658392205896	0.787611931819117	1	1	1
cellular trivalent inorganic anion homeostasis	130.658392205896	0.787611931819117	0.6	0.4	1
negative regulation of regulatory T cell differentiation	126.84607019368	0.787603323405044	1	1	1
regulation of axon extension involved in axon guidance	126.510017956839	0.787591176570821	1	1	1
angiogenesis involved in coronary vascular morphogenesis	134.917092062214	0.787587997456979	1	1	1
mesenchymal cell differentiation involved in kidney development	128.614738143185	0.787576166525203	0.8	0.8	1
mesenchymal cell differentiation involved in renal system development	128.614738143185	0.787576166525203	1	1	1
monoterpenoid metabolic process	123.868595187376	0.787568563499192	0.4	0.6	1
prostaglandin biosynthetic process	117.757767947815	0.787560891476458	0.6	0.8	1
prostanoid biosynthetic process	117.757767947815	0.787560891476458	0.6	1	1
parathyroid gland development	131.681873489857	0.787553100421604	1	0.8	1
positive regulation of cholesterol homeostasis	125.790492108329	0.787552892144846	0.4	0.4	1
penetration of zona pellucida	142.748109068199	0.787547468245804	1	0.8	1
dsRNA fragmentation	125.900491312655	0.787540836727752	1	1	1
production of small RNA involved in gene silencing by RNA	125.900491312655	0.787540836727752	1	1	1
regulation of myoblast differentiation	123.273462178148	0.787534453955944	0.8	0.8	1
regulation of stress-activated protein kinase signaling cascade	124.852708448824	0.787534353089471	1	1	1
regulation of stress-activated MAPK cascade	124.854990432216	0.787532168027911	0.8	1	1
lymphocyte activation	131.729268264185	0.787524830262868	1	1	1
negative regulation of viral entry into host cell	128.688349560622	0.787522555540303	0.8	0.8	1
traversing start control point of mitotic cell cycle	124.624843202662	0.787501827915247	0.4	0.6	1
negative regulation of phospholipid metabolic process	126.704347031067	0.787485156268601	0.8	0.8	1
regulation of CD40 signaling pathway	129.241557731186	0.787467068865633	1	1	1
AV node cell to bundle of His cell communication	132.826323698174	0.787442120961762	1	1	1
negative regulation of vascular smooth muscle cell proliferation	128.480695495054	0.787435175974962	0.8	0.8	1
positive regulation of actin nucleation	124.75688176415	0.787430478997886	1	1	1
regulation of mitotic sister chromatid segregation	133.0014733855	0.787415816071254	1	1	1
positive regulation of cytosolic calcium ion concentration	126.555555569974	0.787383714218079	1	1	1
response to cGMP	127.300049621611	0.78737900331092	1	1	1
cellular response to cGMP	127.300049621611	0.78737900331092	0.8	0.8	1
response to X-ray	130.096805916588	0.787371858381721	0.8	0.8	1
negative regulation of peptidyl-serine dephosphorylation	133.16335723405	0.787361882387302	0.6	0.6	1
regulation of epithelium regeneration	128.785344930098	0.787358831510984	0.6	0.4	1
pharynx development	131.348051729552	0.787353977572247	0.6	0.6	1
regulation of autophagosome maturation	131.799780230103	0.787341530056761	0.8	1	1
negative regulation of fat cell proliferation	131.939673804736	0.787299568957994	1	1	1
regulation of actin polymerization or depolymerization	120.851393981832	0.787282513229046	1	1	1
regulation of actin filament length	120.851393981832	0.787282513229046	0.8	1	1
de novo centriole assembly	139.667947755762	0.787282006354031	0.6	0.4	1
de novo centriole assembly involved in multi-ciliated epithelial cell differentiation	139.667947755762	0.787282006354031	0.8	0.6	1
regulation of transcription from RNA polymerase II promoter in response to arsenic-containing substance	126.331671716202	0.787267151016052	0.8	0.8	1
regulation of B cell chemotaxis	128.917370191834	0.787250166380867	0.8	0.8	1
positive regulation of B cell chemotaxis	128.917370191834	0.787250166380867	0.4	0.4	1
negative regulation of fertilization	126.313244504752	0.787236248820605	0.8	0.8	1
sensory processing	145.476995385555	0.787217923958582	1	1	1
peripheral nervous system neuron differentiation	126.797983525142	0.787199428574651	0.6	0.8	1
peripheral nervous system neuron development	126.797983525142	0.787199428574651	0.6	0.6	1
neuropeptide catabolic process	131.998559582878	0.787196641161657	1	0.8	1
spliceosomal complex assembly	122.746377319108	0.787195392869564	0.8	0.8	1
histone H4-R3 methylation	149.09879024414	0.787169129160712	1	1	1
feeding behavior	128.090292341124	0.787162571036011	1	1	1
negative regulation of eosinophil activation	128.511378778435	0.787107486915567	0.8	0.8	1
glomerular visceral epithelial cell migration	133.998418297725	0.787104656626319	0.6	0.6	1
T cell proliferation involved in immune response	129.52079313201	0.787091291260975	1	1	1
positive regulation of hydrogen peroxide-induced cell death	131.100950140648	0.78708727547258	0.8	0.6	1
tricuspid valve development	131.610186035061	0.787085620909147	1	1	1
tricuspid valve morphogenesis	131.610186035061	0.787085620909147	0.8	0.6	1
D-serine metabolic process	127.388791344182	0.787078848026462	0.8	0.8	1
histone H4 deacetylation	126.711355301266	0.787045602226501	0.8	0.8	1
pronephric field specification	127.903194643003	0.787023556171924	0.4	0.4	1
pattern specification involved in pronephros development	127.903194643003	0.787023556171924	0.8	0.8	1
kidney rudiment formation	127.903194643003	0.787023556171924	0.6	0.6	1
kidney field specification	127.903194643003	0.787023556171924	0.6	0.6	1
regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	127.903194643003	0.787023556171924	1	1	1
negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	127.903194643003	0.787023556171924	0.8	0.8	1
regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	127.903194643003	0.787023556171924	0.6	0.8	1
negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis	127.903194643003	0.787023556171924	0.4	0.6	1
regulation of mesenchymal cell apoptotic process involved in metanephros development	127.903194643003	0.787023556171924	0.8	1	1
negative regulation of mesenchymal cell apoptotic process involved in metanephros development	127.903194643003	0.787023556171924	0.8	1	1
regulation of apoptotic process involved in metanephric collecting duct development	127.903194643003	0.787023556171924	0.2	0.4	1
negative regulation of apoptotic process involved in metanephric collecting duct development	127.903194643003	0.787023556171924	0.8	1	1
regulation of apoptotic process involved in metanephric nephron tubule development	127.903194643003	0.787023556171924	0.6	0.6	1
negative regulation of apoptotic process involved in metanephric nephron tubule development	127.903194643003	0.787023556171924	0.6	0.6	1
negative regulation of apoptotic process involved in morphogenesis	127.903194643003	0.787023556171924	0.8	0.8	1
regulation of somatic stem cell population maintenance	127.903194643003	0.787023556171924	0.6	0.6	1
negative regulation of somatic stem cell population maintenance	127.903194643003	0.787023556171924	0.6	0.8	1
negative regulation of apoptotic process involved in development	127.903194643003	0.787023556171924	0.6	0.8	1
regulation of metanephric DCT cell differentiation	127.903194643003	0.787023556171924	0.4	0.6	1
positive regulation of metanephric DCT cell differentiation	127.903194643003	0.787023556171924	0.6	0.6	1
negative regulation of axon guidance	126.940079163937	0.787008324784115	0.8	0.8	1
negative regulation of syncytium formation by plasma membrane fusion	127.742429814119	0.787006333324567	1	1	1
wound healing, spreading of epidermal cells	129.201305531141	0.787002414324062	0.8	0.8	1
regulation of T cell tolerance induction	133.683666591873	0.78698422042082	0.8	0.8	1
regulation of engulfment of apoptotic cell	126.635681176733	0.78698088236804	0.6	0.6	1
cytosol to ER transport	127.188864280772	0.786978967838334	0.2	0.4	1
pericardium development	129.349143483936	0.786978869678083	1	1	1
extracellular regulation of signal transduction	125.672214190032	0.786966526285529	0.8	0.8	1
extracellular negative regulation of signal transduction	125.672214190032	0.786966526285529	1	1	1
S-adenosylmethionine biosynthetic process	122.929739903243	0.78694941028053	1	1	1
endosome localization	122.918927284935	0.786919295329804	0.4	0.6	1
rhodopsin mediated signaling pathway	132.60338561182	0.786892611718148	1	1	1
neuronal stem cell population maintenance	129.295962601801	0.786884259876569	0.6	0.8	1
neuron fate commitment	133.375360870012	0.786876702878644	1	1	1
positive regulation of axon extension involved in axon guidance	126.925655234928	0.78685652578932	0.8	0.8	1
forebrain regionalization	131.114486215805	0.786831561918813	0.6	0.4	1
phenol-containing compound biosynthetic process	135.487008694277	0.78681306826311	1	1	1
protein heterotrimerization	127.951730698948	0.786750856578818	1	0.8	1
collecting duct development	133.019986687385	0.786745175213183	1	0.8	1
negative regulation of response to DNA damage stimulus	128.902865779963	0.786741465460502	0.8	0.6	1
protein demannosylation	120.992673460428	0.786737749205945	0.8	1	1
protein alpha-1,2-demannosylation	120.992673460428	0.786737749205945	0.8	0.8	1
kynurenine metabolic process	127.247648885205	0.786737156788848	0.6	0.6	1
multi-organism cellular localization	129.203364675405	0.786711788739683	0.8	1	1
multi-organism intracellular transport	129.203364675405	0.786711788739683	1	1	1
regulation of neuron differentiation	120.0934096975	0.786689480272597	1	1	1
calcitriol biosynthetic process from calciol	129.235482157814	0.786677702802244	0.6	0.6	1
vitamin D biosynthetic process	129.235482157814	0.786677702802244	0.6	0.8	1
cellular alcohol metabolic process	129.235482157814	0.786677702802244	1	1	1
cellular alcohol biosynthetic process	129.235482157814	0.786677702802244	0.8	0.8	1
vitamin D3 metabolic process	129.235482157814	0.786677702802244	0.8	0.8	1
metanephric collecting duct development	133.14001094584	0.786671590150708	0.8	0.8	1
positive regulation of vasoconstriction	126.770756996751	0.786659787037601	0.8	1	1
flavonoid glucuronidation	129.92432584967	0.786656097516689	0.6	1	1
xenobiotic glucuronidation	129.92432584967	0.786656097516689	1	1	1
peptidyl-tyrosine modification	125.927232007981	0.786654479267446	1	1	1
regulation of cAMP-dependent protein kinase activity	127.273807284512	0.78665410461131	1	1	1
organic hydroxy compound transport	127.790810509389	0.786594549397825	1	1	1
positive regulation of odontogenesis	127.286947288407	0.786587913360834	1	1	1
transcription factor catabolic process	126.097932195861	0.786563965255276	0.8	0.8	1
phosphate ion homeostasis	129.155653293183	0.786549752994894	0.6	0.6	1
divalent inorganic anion homeostasis	129.155653293183	0.786549752994894	1	1	1
trivalent inorganic anion homeostasis	129.155653293183	0.786549752994894	1	1	1
prostaglandin secretion	130.038097039161	0.786534407912126	0.8	0.8	1
response to ATP	122.457031522158	0.786529772478102	0.8	1	1
peptidyl-tyrosine phosphorylation	125.521541946489	0.786528397781636	1	0.8	1
protein kinase D signaling	128.384791820474	0.786522098317165	0.2	0.4	1
one-carbon compound transport	128.622366650494	0.786518267878007	0.6	0.6	1
dopamine biosynthetic process	133.661308136304	0.786507930714101	1	0.8	1
connective tissue development	130.477605020721	0.786458023858628	1	0.4	1
adenylate cyclase-activating dopamine receptor signaling pathway	132.819764979167	0.786456289714348	0.8	0.8	1
negative regulation of relaxation of muscle	122.981066778391	0.786451138061937	0.6	1	1
regulation of intracellular estrogen receptor signaling pathway	121.882704974794	0.786424686402256	0.8	0.8	1
production of miRNAs involved in gene silencing by miRNA	125.240289207606	0.786415238605782	1	1	1
positive regulation of inhibitory postsynaptic potential	127.519004893582	0.786404657330111	0.6	0.8	1
modulation of inhibitory postsynaptic potential	127.519004893582	0.786404657330111	1	1	1
histone H3 deacetylation	127.833231364552	0.786395560543488	1	1	1
cardiac right ventricle morphogenesis	133.243437635563	0.786378652595811	1	1	1
regulation of muscle cell apoptotic process	132.410988293424	0.786343885128298	1	1	1
regulation of calcium ion binding	129.389182212471	0.786341037503975	1	0.6	1
negative regulation of calcium ion binding	129.389182212471	0.786341037503975	0.8	0.8	1
plasma membrane repair	127.261730647956	0.786328433429247	0.6	1	1
